LineId,Time,Content,EventId,Date
131,2017-12-23 22:15:39.151,setTodayTotalDetailSteps=1514038440000##7024##548365##8661##13881##27183469,E58,2017-12-23
138,2017-12-23 22:15:39.656,setTodayTotalDetailSteps=1514038440000##7025##548365##8661##13976##27183974,E58,2017-12-23
145,2017-12-23 22:15:40.653,setTodayTotalDetailSteps=1514038440000##7026##548365##8661##14071##27184972,E58,2017-12-23
152,2017-12-23 22:15:41.149,setTodayTotalDetailSteps=1514038440000##7027##548365##8661##14166##27185467,E58,2017-12-23
159,2017-12-23 22:15:41.658,setTodayTotalDetailSteps=1514038440000##7028##548365##8661##14261##27185977,E58,2017-12-23
166,2017-12-23 22:15:42.151,setTodayTotalDetailSteps=1514038440000##7029##548365##8661##14356##27186469,E58,2017-12-23
173,2017-12-23 22:15:43.149,setTodayTotalDetailSteps=1514038440000##7030##548365##8661##14451##27187468,E58,2017-12-23
180,2017-12-23 22:15:43.650,setTodayTotalDetailSteps=1514038440000##7031##548365##8661##14546##27187968,E58,2017-12-23
187,2017-12-23 22:15:44.152,setTodayTotalDetailSteps=1514038440000##7032##548365##8661##14641##27188471,E58,2017-12-23
194,2017-12-23 22:15:45.150,setTodayTotalDetailSteps=1514038440000##7033##548365##8661##14736##27189469,E58,2017-12-23
201,2017-12-23 22:15:45.650,setTodayTotalDetailSteps=1514038440000##7034##548365##8661##14831##27189969,E58,2017-12-23
208,2017-12-23 22:15:46.150,setTodayTotalDetailSteps=1514038440000##7035##548365##8661##14926##27190469,E58,2017-12-23
215,2017-12-23 22:15:46.651,setTodayTotalDetailSteps=1514038440000##7036##548365##8661##15021##27190970,E58,2017-12-23
222,2017-12-23 22:15:47.650,setTodayTotalDetailSteps=1514038440000##7037##548365##8661##15116##27191969,E58,2017-12-23
229,2017-12-23 22:15:48.159,setTodayTotalDetailSteps=1514038440000##7038##548365##8661##15211##27192478,E58,2017-12-23
236,2017-12-23 22:15:48.653,setTodayTotalDetailSteps=1514038440000##7039##548365##8661##15306##27192971,E58,2017-12-23
243,2017-12-23 22:15:49.653,setTodayTotalDetailSteps=1514038440000##7040##548365##8661##15401##27193971,E58,2017-12-23
250,2017-12-23 22:15:50.161,setTodayTotalDetailSteps=1514038440000##7041##548365##8661##15496##27194480,E58,2017-12-23
257,2017-12-23 22:15:51.152,setTodayTotalDetailSteps=1514038440000##7042##548365##8661##15591##27195470,E58,2017-12-23
264,2017-12-23 22:15:52.161,setTodayTotalDetailSteps=1514038440000##7044##548365##8661##15686##27196480,E58,2017-12-23
271,2017-12-23 22:15:52.652,setTodayTotalDetailSteps=1514038440000##7045##548365##8661##15781##27196970,E58,2017-12-23
278,2017-12-23 22:15:53.653,setTodayTotalDetailSteps=1514038440000##7047##548365##8661##15876##27197972,E58,2017-12-23
285,2017-12-23 22:15:54.651,setTodayTotalDetailSteps=1514038440000##7048##548365##8661##15971##27198970,E58,2017-12-23
292,2017-12-23 22:15:55.650,setTodayTotalDetailSteps=1514038440000##7050##548365##8661##16066##27199969,E58,2017-12-23
299,2017-12-23 22:15:56.151,setTodayTotalDetailSteps=1514038440000##7052##548365##8661##16161##27200470,E58,2017-12-23
306,2017-12-23 22:15:58.156,setTodayTotalDetailSteps=1514038440000##7053##548365##8661##16256##27202475,E58,2017-12-23
314,2017-12-23 22:16:00.150,setTodayTotalDetailSteps=1514038500000##7054##548458##8661##16256##27204469,E58,2017-12-23
321,2017-12-23 22:16:01.150,setTodayTotalDetailSteps=1514038500000##7054##548551##8661##16256##27205469,E58,2017-12-23
328,2017-12-23 22:17:19.152,setTodayTotalDetailSteps=1514038560000##7054##548552##8661##16256##27283470,E58,2017-12-23
334,2017-12-23 22:17:20.652,setTodayTotalDetailSteps=1514038560000##7056##548553##8661##16256##27284971,E58,2017-12-23
341,2017-12-23 22:17:21.156,setTodayTotalDetailSteps=1514038560000##7058##548554##8661##16256##27285475,E58,2017-12-23
348,2017-12-23 22:17:21.649,setTodayTotalDetailSteps=1514038560000##7060##548555##8661##16256##27285968,E58,2017-12-23
355,2017-12-23 22:17:22.152,setTodayTotalDetailSteps=1514038560000##7062##548556##8661##16256##27286470,E58,2017-12-23
362,2017-12-23 22:17:22.651,setTodayTotalDetailSteps=1514038560000##7064##548557##8661##16256##27286970,E58,2017-12-23
369,2017-12-23 22:17:23.150,setTodayTotalDetailSteps=1514038560000##7066##548558##8661##16256##27287469,E58,2017-12-23
376,2017-12-23 22:17:23.653,setTodayTotalDetailSteps=1514038560000##7068##548559##8661##16256##27287972,E58,2017-12-23
383,2017-12-23 22:17:24.152,setTodayTotalDetailSteps=1514038560000##7070##548560##8661##16256##27288471,E58,2017-12-23
390,2017-12-23 22:17:24.654,setTodayTotalDetailSteps=1514038560000##7071##548561##8661##16256##27288973,E58,2017-12-23
397,2017-12-23 22:17:25.151,setTodayTotalDetailSteps=1514038560000##7074##548562##8661##16256##27289470,E58,2017-12-23
404,2017-12-23 22:17:28.156,setTodayTotalDetailSteps=1514038560000##7074##548563##8661##16256##27292475,E58,2017-12-23
410,2017-12-23 22:17:45.151,setTodayTotalDetailSteps=1514038560000##7075##548564##8661##16256##27309470,E58,2017-12-23
417,2017-12-23 22:17:45.650,setTodayTotalDetailSteps=1514038560000##7077##548565##8661##16256##27309969,E58,2017-12-23
424,2017-12-23 22:17:46.154,setTodayTotalDetailSteps=1514038560000##7079##548566##8661##16256##27310473,E58,2017-12-23
431,2017-12-23 22:17:46.651,setTodayTotalDetailSteps=1514038560000##7081##548567##8661##16256##27310970,E58,2017-12-23
438,2017-12-23 22:17:47.154,setTodayTotalDetailSteps=1514038560000##7083##548568##8661##16256##27311472,E58,2017-12-23
445,2017-12-23 22:17:47.652,setTodayTotalDetailSteps=1514038560000##7084##548569##8661##16256##27311970,E58,2017-12-23
452,2017-12-23 22:17:48.149,setTodayTotalDetailSteps=1514038560000##7086##548570##8661##16256##27312467,E58,2017-12-23
459,2017-12-23 22:17:48.649,setTodayTotalDetailSteps=1514038560000##7088##548571##8661##16256##27312967,E58,2017-12-23
466,2017-12-23 22:17:49.149,setTodayTotalDetailSteps=1514038560000##7090##548572##8661##16256##27313468,E58,2017-12-23
473,2017-12-23 22:17:49.655,setTodayTotalDetailSteps=1514038560000##7092##548573##8661##16256##27313974,E58,2017-12-23
480,2017-12-23 22:17:50.149,setTodayTotalDetailSteps=1514038560000##7094##548574##8661##16256##27314468,E58,2017-12-23
487,2017-12-23 22:17:50.649,setTodayTotalDetailSteps=1514038560000##7095##548575##8661##16256##27314968,E58,2017-12-23
494,2017-12-23 22:17:51.150,setTodayTotalDetailSteps=1514038560000##7097##548576##8661##16256##27315469,E58,2017-12-23
501,2017-12-23 22:17:51.664,setTodayTotalDetailSteps=1514038560000##7099##548577##8661##16256##27315983,E58,2017-12-23
508,2017-12-23 22:17:52.152,setTodayTotalDetailSteps=1514038560000##7101##548578##8661##16256##27316470,E58,2017-12-23
515,2017-12-23 22:17:53.149,setTodayTotalDetailSteps=1514038560000##7102##548579##8661##16256##27317468,E58,2017-12-23
522,2017-12-23 22:17:54.153,setTodayTotalDetailSteps=1514038560000##7103##548580##8661##16256##27318472,E58,2017-12-23
529,2017-12-23 22:17:55.154,setTodayTotalDetailSteps=1514038560000##7104##548581##8661##16256##27319473,E58,2017-12-23
536,2017-12-23 22:17:55.649,setTodayTotalDetailSteps=1514038560000##7105##548582##8661##16256##27319968,E58,2017-12-23
543,2017-12-23 22:17:56.651,setTodayTotalDetailSteps=1514038560000##7106##548583##8661##16256##27320969,E58,2017-12-23
550,2017-12-23 22:17:57.650,setTodayTotalDetailSteps=1514038560000##7107##548584##8661##16256##27321969,E58,2017-12-23
557,2017-12-23 22:17:58.151,setTodayTotalDetailSteps=1514038560000##7109##548585##8661##16256##27322469,E58,2017-12-23
565,2017-12-23 22:18:00.159,setTodayTotalDetailSteps=1514038620000##7111##548640##8661##16256##27324478,E58,2017-12-23
572,2017-12-23 22:18:01.650,setTodayTotalDetailSteps=1514038620000##7112##548695##8661##16256##27325968,E58,2017-12-23
579,2017-12-23 22:18:02.650,setTodayTotalDetailSteps=1514038620000##7113##548750##8661##16256##27326969,E58,2017-12-23
586,2017-12-23 22:18:05.653,setTodayTotalDetailSteps=1514038620000##7114##548805##8661##16256##27329972,E58,2017-12-23
593,2017-12-23 22:18:06.151,setTodayTotalDetailSteps=1514038620000##7114##548860##8661##16256##27330470,E58,2017-12-23
600,2017-12-23 22:19:08.156,setTodayTotalDetailSteps=1514038680000##7117##548865##8661##16256##27392475,E58,2017-12-23
607,2017-12-23 22:19:08.660,setTodayTotalDetailSteps=1514038680000##7122##548870##8661##16256##27392978,E58,2017-12-23
614,2017-12-23 22:19:09.151,setTodayTotalDetailSteps=1514038680000##7124##548875##8661##16256##27393470,E58,2017-12-23
621,2017-12-23 22:19:09.652,setTodayTotalDetailSteps=1514038680000##7126##548880##8661##16256##27393971,E58,2017-12-23
628,2017-12-23 22:19:10.150,setTodayTotalDetailSteps=1514038680000##7128##548885##8661##16256##27394469,E58,2017-12-23
635,2017-12-23 22:19:10.650,setTodayTotalDetailSteps=1514038680000##7130##548890##8661##16256##27394969,E58,2017-12-23
642,2017-12-23 22:19:11.150,setTodayTotalDetailSteps=1514038680000##7132##548895##8661##16256##27395468,E58,2017-12-23
649,2017-12-23 22:19:11.651,setTodayTotalDetailSteps=1514038680000##7135##548900##8661##16256##27395969,E58,2017-12-23
656,2017-12-23 22:19:12.154,setTodayTotalDetailSteps=1514038680000##7139##548905##8661##16256##27396473,E58,2017-12-23
663,2017-12-23 22:19:12.650,setTodayTotalDetailSteps=1514038680000##7140##548910##8661##16256##27396969,E58,2017-12-23
670,2017-12-23 22:19:14.656,setTodayTotalDetailSteps=1514038680000##7154##548915##8661##16256##27398975,E58,2017-12-23
677,2017-12-23 22:19:16.157,setTodayTotalDetailSteps=1514038680000##7154##548920##8661##16256##27400475,E58,2017-12-23
689,2017-12-23 22:19:57.778,setTodayTotalDetailSteps=1514038680000##7160##548925##8661##16256##27442097,E58,2017-12-23
697,2017-12-23 22:19:58.970,setTodayTotalDetailSteps=1514038680000##7160##548930##8661##16256##27442416,E58,2017-12-23
779,2017-12-23 22:19:58.508,setTodayTotalDetailSteps=1514038680000##7163##548935##8661##16256##27442827,E58,2017-12-23
800,2017-12-23 22:19:59.166,setTodayTotalDetailSteps=1514038680000##7165##548940##8661##16256##27443484,E58,2017-12-23
807,2017-12-23 22:19:59.667,setTodayTotalDetailSteps=1514038680000##7167##548945##8661##16256##27443986,E58,2017-12-23
815,2017-12-23 22:20:00.165,setTodayTotalDetailSteps=1514038740000##7170##548996##8661##16256##27444484,E58,2017-12-23
822,2017-12-23 22:20:00.666,setTodayTotalDetailSteps=1514038740000##7173##549047##8661##16256##27444985,E58,2017-12-23
829,2017-12-23 22:20:01.166,setTodayTotalDetailSteps=1514038740000##7174##549098##8661##16256##27445485,E58,2017-12-23
836,2017-12-23 22:20:01.665,setTodayTotalDetailSteps=1514038740000##7176##549149##8661##16256##27445983,E58,2017-12-23
843,2017-12-23 22:20:02.165,setTodayTotalDetailSteps=1514038740000##7179##549200##8661##16256##27446483,E58,2017-12-23
850,2017-12-23 22:20:02.671,setTodayTotalDetailSteps=1514038740000##7181##549251##8661##16256##27446989,E58,2017-12-23
857,2017-12-23 22:20:03.165,setTodayTotalDetailSteps=1514038740000##7183##549302##8661##16256##27447483,E58,2017-12-23
864,2017-12-23 22:20:04.167,setTodayTotalDetailSteps=1514038740000##7185##549353##8661##16256##27448486,E58,2017-12-23
871,2017-12-23 22:20:04.665,setTodayTotalDetailSteps=1514038740000##7186##549404##8661##16256##27448983,E58,2017-12-23
878,2017-12-23 22:20:05.664,setTodayTotalDetailSteps=1514038740000##7187##549455##8661##16256##27449982,E58,2017-12-23
885,2017-12-23 22:20:07.666,setTodayTotalDetailSteps=1514038740000##7188##549506##8661##16256##27451985,E58,2017-12-23
892,2017-12-23 22:20:08.173,setTodayTotalDetailSteps=1514038740000##7189##549557##8661##16256##27452491,E58,2017-12-23
899,2017-12-23 22:20:13.165,setTodayTotalDetailSteps=1514038740000##7189##549608##8661##16256##27457484,E58,2017-12-23
905,2017-12-23 22:20:16.175,setTodayTotalDetailSteps=1514038740000##7189##549659##8661##16256##27460494,E58,2017-12-23
921,2017-12-23 22:24:22.207,setTodayTotalDetailSteps=1514038980000##7189##549659##8661##16256##27706526,E58,2017-12-23
930,2017-12-23 22:24:22.516,setTodayTotalDetailSteps=1514038980000##7189##549659##8661##16256##27706835,E58,2017-12-23
936,2017-12-23 22:24:52.185,setTodayTotalDetailSteps=1514038980000##7189##549659##8661##16256##27736503,E58,2017-12-23
942,2017-12-23 22:24:54.186,setTodayTotalDetailSteps=1514038980000##7189##549659##8661##16256##27738504,E58,2017-12-23
948,2017-12-23 22:24:59.191,setTodayTotalDetailSteps=1514038980000##7189##549659##8661##16256##27743510,E58,2017-12-23
967,2017-12-23 22:30:24.280,setTodayTotalDetailSteps=1514039340000##7189##549659##8661##16256##28068346,E58,2017-12-23
975,2017-12-23 22:30:24.348,setTodayTotalDetailSteps=1514039340000##7189##549659##8661##16256##28068666,E58,2017-12-23
982,2017-12-23 22:31:32.226,setTodayTotalDetailSteps=1514039400000##7189##549659##8661##16256##28136544,E58,2017-12-23
993,2017-12-23 22:31:59.621,setTodayTotalDetailSteps=1514039400000##7189##549659##8661##16256##28163940,E58,2017-12-23
1002,2017-12-23 22:31:59.957,setTodayTotalDetailSteps=1514039400000##7189##549659##8661##16256##28164276,E58,2017-12-23
1020,2017-12-23 22:33:10.229,setTodayTotalDetailSteps=1514039520000##7189##549659##8661##16256##28234547,E58,2017-12-23
1030,2017-12-23 22:33:46.304,setTodayTotalDetailSteps=1514039520000##7189##549659##8661##16256##28270623,E58,2017-12-23
1038,2017-12-23 22:33:46.616,setTodayTotalDetailSteps=1514039520000##7189##549659##8661##16256##28270935,E58,2017-12-23
1048,2017-12-23 22:37:15.240,setTodayTotalDetailSteps=1514039760000##7189##549659##8661##16256##28479559,E58,2017-12-23
1061,2017-12-23 22:39:25.302,setTodayTotalDetailSteps=1514039880000##7189##549659##8661##16256##28609620,E58,2017-12-23
1071,2017-12-23 22:39:25.614,setTodayTotalDetailSteps=1514039880000##7189##549659##8661##16256##28609933,E58,2017-12-23
1083,2017-12-23 22:45:49.259,setTodayTotalDetailSteps=1514040240000##7189##549659##8661##16256##28993578,E58,2017-12-23
1089,2017-12-23 22:45:55.257,setTodayTotalDetailSteps=1514040240000##7189##549659##8661##16256##28999575,E58,2017-12-23
1101,2017-12-23 22:51:03.266,setTodayTotalDetailSteps=1514040600000##7189##549659##8661##16256##29307585,E58,2017-12-23
1111,2017-12-23 22:51:37.293,setTodayTotalDetailSteps=1514040600000##7189##549659##8661##16256##29341612,E58,2017-12-23
1119,2017-12-23 22:51:37.608,setTodayTotalDetailSteps=1514040600000##7189##549659##8661##16256##29341927,E58,2017-12-23
1125,2017-12-23 22:51:40.632,setTodayTotalDetailSteps=1514040600000##7189##549659##8661##16256##29344951,E58,2017-12-23
1131,2017-12-23 22:51:49.283,setTodayTotalDetailSteps=1514040600000##7189##549659##8661##16256##29353602,E58,2017-12-23
1142,2017-12-23 22:52:45.487,setTodayTotalDetailSteps=1514040660000##7189##549659##8661##16256##29409806,E58,2017-12-23
1150,2017-12-23 22:52:45.802,setTodayTotalDetailSteps=1514040660000##7189##549659##8661##16256##29410120,E58,2017-12-23
1156,2017-12-23 22:52:46.287,setTodayTotalDetailSteps=1514040660000##7189##549659##8661##16256##29410605,E58,2017-12-23
1162,2017-12-23 22:52:52.288,setTodayTotalDetailSteps=1514040660000##7189##549659##8661##16256##29416607,E58,2017-12-23
1173,2017-12-23 22:53:01.215,setTodayTotalDetailSteps=1514040720000##7189##549659##8661##16256##29425533,E58,2017-12-23
1183,2017-12-23 22:53:01.529,setTodayTotalDetailSteps=1514040720000##7189##549659##8661##16256##29425847,E58,2017-12-23
1189,2017-12-23 22:53:07.299,setTodayTotalDetailSteps=1514040720000##7189##549659##8661##16256##29431618,E58,2017-12-23
1199,2017-12-23 22:53:12.718,setTodayTotalDetailSteps=1514040720000##7189##549659##8661##16256##29437037,E58,2017-12-23
1209,2017-12-23 22:53:13.390,setTodayTotalDetailSteps=1514040720000##7189##549659##8661##16256##29437358,E58,2017-12-23
1216,2017-12-23 22:54:55.331,setTodayTotalDetailSteps=1514040780000##7189##549659##8661##16256##29539649,E58,2017-12-23
1227,2017-12-23 22:55:55.735,setTodayTotalDetailSteps=1514040840000##7189##549659##8661##16256##29600053,E58,2017-12-23
1237,2017-12-23 22:55:56.530,setTodayTotalDetailSteps=1514040840000##7189##549659##8661##16256##29600372,E58,2017-12-23
1267,2017-12-23 23:07:06.126,setTodayTotalDetailSteps=1514041560000##7189##549659##8661##16256##30270445,E58,2017-12-23
1275,2017-12-23 23:07:06.446,setTodayTotalDetailSteps=1514041560000##7189##549659##8661##16256##30270764,E58,2017-12-23
1281,2017-12-23 23:07:07.374,setTodayTotalDetailSteps=1514041560000##7189##549659##8661##16256##30271693,E58,2017-12-23
1287,2017-12-23 23:07:50.267,setTodayTotalDetailSteps=1514041560000##7189##549659##8661##16256##30314585,E58,2017-12-23
1294,2017-12-23 23:07:51.228,setTodayTotalDetailSteps=1514041560000##7189##549659##8661##16256##30315546,E58,2017-12-23
1302,2017-12-23 23:08:09.235,setTodayTotalDetailSteps=1514041620000##7189##549659##8661##16256##30333554,E58,2017-12-23
1309,2017-12-23 23:08:19.404,setTodayTotalDetailSteps=1514041620000##7189##549659##8661##16256##30343722,E58,2017-12-23
1330,2017-12-23 23:14:24.391,setTodayTotalDetailSteps=1514041980000##7189##549659##8661##16256##30708710,E58,2017-12-23
1339,2017-12-23 23:14:24.711,setTodayTotalDetailSteps=1514041980000##7189##549659##8661##16256##30709030,E58,2017-12-23
1345,2017-12-23 23:14:25.408,setTodayTotalDetailSteps=1514041980000##7189##549659##8661##16256##30709727,E58,2017-12-23
1351,2017-12-23 23:14:42.910,setTodayTotalDetailSteps=1514041980000##7191##549659##8661##16256##30727229,E58,2017-12-23
1358,2017-12-23 23:14:43.414,setTodayTotalDetailSteps=1514041980000##7192##549659##8661##16256##30727733,E58,2017-12-23
1365,2017-12-23 23:14:43.914,setTodayTotalDetailSteps=1514041980000##7193##549659##8661##16256##30728232,E58,2017-12-23
1372,2017-12-23 23:14:44.410,setTodayTotalDetailSteps=1514041980000##7196##549659##8661##16256##30728728,E58,2017-12-23
1379,2017-12-23 23:14:44.914,setTodayTotalDetailSteps=1514041980000##7198##549659##8661##16256##30729233,E58,2017-12-23
1386,2017-12-23 23:14:45.414,setTodayTotalDetailSteps=1514041980000##7200##549659##8661##16256##30729733,E58,2017-12-23
1393,2017-12-23 23:14:45.909,setTodayTotalDetailSteps=1514041980000##7202##549659##8661##16256##30730227,E58,2017-12-23
1400,2017-12-23 23:14:46.409,setTodayTotalDetailSteps=1514041980000##7205##549659##8661##16256##30730728,E58,2017-12-23
1407,2017-12-23 23:14:46.914,setTodayTotalDetailSteps=1514041980000##7208##549659##8661##16256##30731232,E58,2017-12-23
1414,2017-12-23 23:14:47.412,setTodayTotalDetailSteps=1514041980000##7211##549659##8661##16256##30731730,E58,2017-12-23
1421,2017-12-23 23:14:48.410,setTodayTotalDetailSteps=1514041980000##7212##549659##8661##16256##30732729,E58,2017-12-23
1428,2017-12-23 23:14:48.907,setTodayTotalDetailSteps=1514041980000##7214##549659##8661##16256##30733226,E58,2017-12-23
1435,2017-12-23 23:14:52.411,setTodayTotalDetailSteps=1514041980000##7214##549659##8661##16256##30736730,E58,2017-12-23
1443,2017-12-23 23:16:23.411,setTodayTotalDetailSteps=1514042100000##7214##549659##8661##16256##30827730,E58,2017-12-23
1454,2017-12-23 23:17:40.996,setTodayTotalDetailSteps=1514042160000##7214##549659##8661##16256##30905315,E58,2017-12-23
1463,2017-12-23 23:17:41.306,setTodayTotalDetailSteps=1514042160000##7214##549659##8661##16256##30905625,E58,2017-12-23
1475,2017-12-23 23:17:41.991,setTodayTotalDetailSteps=1514042160000##7214##549659##8661##16256##30906310,E58,2017-12-23
1482,2017-12-23 23:17:42.392,setTodayTotalDetailSteps=1514042160000##7214##549659##8661##16256##30906710,E58,2017-12-23
1490,2017-12-23 23:19:20.440,setTodayTotalDetailSteps=1514042280000##7214##549659##8661##16256##31004759,E58,2017-12-23
1496,2017-12-23 23:19:21.440,setTodayTotalDetailSteps=1514042280000##7214##549659##8661##16256##31005759,E58,2017-12-23
1505,2017-12-23 23:23:15.441,setTodayTotalDetailSteps=1514042520000##7214##549659##8661##16256##31239760,E58,2017-12-23
1511,2017-12-23 23:23:19.447,setTodayTotalDetailSteps=1514042520000##7214##549659##8661##16256##31243766,E58,2017-12-23
1524,2017-12-23 23:29:04.438,setTodayTotalDetailSteps=1514042880000##7214##549659##8661##16256##31588757,E58,2017-12-23
1530,2017-12-23 23:29:05.438,setTodayTotalDetailSteps=1514042880000##7214##549659##8661##16256##31589757,E58,2017-12-23
1554,2017-12-23 23:37:14.441,setTodayTotalDetailSteps=1514043360000##7214##549659##8661##16256##32078759,E58,2017-12-23
1560,2017-12-23 23:37:16.441,setTodayTotalDetailSteps=1514043360000##7214##549659##8661##16256##32080760,E58,2017-12-23
1569,2017-12-23 23:40:10.446,setTodayTotalDetailSteps=1514043540000##7214##549659##8661##16256##32254765,E58,2017-12-23
1575,2017-12-23 23:40:14.440,setTodayTotalDetailSteps=1514043540000##7214##549659##8661##16256##32258759,E58,2017-12-23
1583,2017-12-23 23:42:39.207,setTodayTotalDetailSteps=1514043660000##7214##549659##8661##16256##32403526,E58,2017-12-23
1593,2017-12-23 23:46:07.444,setTodayTotalDetailSteps=1514043900000##7214##549659##8661##16256##32611763,E58,2017-12-23
1599,2017-12-23 23:46:14.440,setTodayTotalDetailSteps=1514043900000##7214##549659##8661##16256##32618758,E58,2017-12-23
1609,2017-12-23 23:50:48.708,setTodayTotalDetailSteps=1514044140000##7214##549659##8661##16256##32893026,E58,2017-12-23
1617,2017-12-23 23:52:57.444,setTodayTotalDetailSteps=1514044260000##7214##549659##8661##16256##33021763,E58,2017-12-23
1624,2017-12-23 23:53:00.442,setTodayTotalDetailSteps=1514044320000##7214##549659##8661##16256##33024761,E58,2017-12-23
1630,2017-12-23 23:53:15.439,setTodayTotalDetailSteps=1514044320000##7214##549659##8661##16256##33039758,E58,2017-12-23
1636,2017-12-23 23:53:17.444,setTodayTotalDetailSteps=1514044320000##7214##549659##8661##16256##33041763,E58,2017-12-23
1642,2017-12-23 23:53:25.441,setTodayTotalDetailSteps=1514044320000##7214##549659##8661##16256##33049759,E58,2017-12-23
1648,2017-12-23 23:53:31.441,setTodayTotalDetailSteps=1514044320000##7214##549659##8661##16256##33055760,E58,2017-12-23
1654,2017-12-23 23:53:40.448,setTodayTotalDetailSteps=1514044320000##7214##549659##8661##16256##33064766,E58,2017-12-23
1660,2017-12-23 23:53:42.440,setTodayTotalDetailSteps=1514044320000##7214##549659##8661##16256##33066759,E58,2017-12-23
1666,2017-12-23 23:53:51.440,setTodayTotalDetailSteps=1514044320000##7214##549659##8661##16256##33075759,E58,2017-12-23
1672,2017-12-23 23:53:57.446,setTodayTotalDetailSteps=1514044320000##7214##549659##8661##16256##33081765,E58,2017-12-23
1679,2017-12-23 23:54:28.452,setTodayTotalDetailSteps=1514044380000##7214##549659##8661##16256##33112771,E58,2017-12-23
1685,2017-12-23 23:54:29.439,setTodayTotalDetailSteps=1514044380000##7214##549659##8661##16256##33113758,E58,2017-12-23
1691,2017-12-23 23:54:34.439,setTodayTotalDetailSteps=1514044380000##7214##549659##8661##16256##33118758,E58,2017-12-23
1697,2017-12-23 23:54:35.442,setTodayTotalDetailSteps=1514044380000##7214##549659##8661##16256##33119761,E58,2017-12-23
1703,2017-12-23 23:54:45.449,setTodayTotalDetailSteps=1514044380000##7214##549659##8661##16256##33129767,E58,2017-12-23
1709,2017-12-23 23:54:47.454,setTodayTotalDetailSteps=1514044380000##7214##549659##8661##16256##33131773,E58,2017-12-23
1715,2017-12-23 23:54:54.440,setTodayTotalDetailSteps=1514044380000##7214##549659##8661##16256##33138759,E58,2017-12-23
1721,2017-12-23 23:54:56.452,setTodayTotalDetailSteps=1514044380000##7214##549659##8661##16256##33140770,E58,2017-12-23
1728,2017-12-23 23:55:24.443,setTodayTotalDetailSteps=1514044440000##7214##549659##8661##16256##33168762,E58,2017-12-23
1734,2017-12-23 23:55:25.442,setTodayTotalDetailSteps=1514044440000##7214##549659##8661##16256##33169760,E58,2017-12-23
1741,2017-12-23 23:56:12.449,setTodayTotalDetailSteps=1514044500000##7214##549659##8661##16256##33216767,E58,2017-12-23
1747,2017-12-23 23:56:13.445,setTodayTotalDetailSteps=1514044500000##7214##549659##8661##16256##33217764,E58,2017-12-23
1753,2017-12-23 23:56:28.444,setTodayTotalDetailSteps=1514044500000##7214##549659##8661##16256##33232763,E58,2017-12-23
1759,2017-12-23 23:56:35.440,setTodayTotalDetailSteps=1514044500000##7214##549659##8661##16256##33239758,E58,2017-12-23
1766,2017-12-23 23:57:34.440,setTodayTotalDetailSteps=1514044560000##7214##549659##8661##16256##33298759,E58,2017-12-23
1772,2017-12-23 23:57:42.444,setTodayTotalDetailSteps=1514044560000##7214##549659##8661##16256##33306763,E58,2017-12-23
1797,2017-12-24 00:00:00.234,setTodayTotalDetailSteps=1514044740000##0##549659##8661##16256##33444553,E58,2017-12-24
1808,2017-12-24 00:00:00.624,setTodayTotalDetailSteps=1514044740000##0##549659##8661##16256##33444943,E58,2017-12-24
1814,2017-12-24 00:00:05.438,setTodayTotalDetailSteps=1514044740000##0##549659##8661##16256##33449757,E58,2017-12-24
